copied_file_name,copied_path,problem_id,file_name,relative_path,path,code_lines,loc_bin,function_count,top_level_function_count,nested_function_count,class_count,method_count,loop_count,if_count,return_count,assign_count,call_count,max_ast_depth,file_size_bytes,syntax_ok,error,blank_lines,comment_lines,total_lines
p02855_s536566448.py,SemBench/data/python_codenet/code/p02855_s536566448.py,p02855,s536566448.py,p02855/s536566448.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02855/s536566448.py,46,<= 50,2,2,0,0,0,9,5,2,21,23,12,956,True,,5,1,52
p02949_s438559308.py,SemBench/data/python_codenet/code/p02949_s438559308.py,p02949,s438559308.py,p02949/s438559308.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02949/s438559308.py,36,<= 50,3,1,2,0,0,5,4,3,15,21,12,1072,True,,11,0,47
p02272_s473638860.py,SemBench/data/python_codenet/code/p02272_s473638860.py,p02272,s473638860.py,p02272/s473638860.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02272/s473638860.py,25,<= 50,2,2,0,0,0,1,2,0,12,13,9,619,True,,3,0,28
p02685_s719231782.py,SemBench/data/python_codenet/code/p02685_s719231782.py,p02685,s719231782.py,p02685/s719231782.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02685/s719231782.py,18,<= 50,1,1,0,0,0,3,0,1,11,11,11,703,True,,5,3,26
p02383_s726649794.py,SemBench/data/python_codenet/code/p02383_s726649794.py,p02383,s726649794.py,p02383/s726649794.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02383/s726649794.py,41,<= 50,4,4,0,0,0,1,4,0,23,9,10,1073,True,,10,2,53
p03634_s384563746.py,SemBench/data/python_codenet/code/p03634_s384563746.py,p03634,s384563746.py,p03634/s384563746.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03634/s384563746.py,45,<= 50,2,2,0,0,0,4,3,1,24,34,12,1378,True,,16,0,61
p02384_s840884337.py,SemBench/data/python_codenet/code/p02384_s840884337.py,p02384,s840884337.py,p02384/s840884337.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02384/s840884337.py,38,<= 50,3,0,0,1,3,2,5,0,23,20,12,1443,True,,4,2,44
p03282_s721994075.py,SemBench/data/python_codenet/code/p03282_s721994075.py,p03282,s721994075.py,p03282/s721994075.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03282/s721994075.py,11,<= 50,1,1,0,0,0,1,2,0,3,7,10,202,True,,0,0,11
p02260_s369349548.py,SemBench/data/python_codenet/code/p02260_s369349548.py,p02260,s369349548.py,p02260/s369349548.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02260/s369349548.py,19,<= 50,2,2,0,0,0,2,3,1,8,13,10,477,True,,4,0,23
p02990_s274559182.py,SemBench/data/python_codenet/code/p02990_s274559182.py,p02990,s274559182.py,p02990/s274559182.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02990/s274559182.py,19,<= 50,1,1,0,0,0,2,0,1,13,10,9,661,True,,6,4,29
p02619_s295322190.py,SemBench/data/python_codenet/code/p02619_s295322190.py,p02619,s295322190.py,p02619/s295322190.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02619/s295322190.py,26,<= 50,1,1,0,0,0,5,0,1,17,24,11,689,True,,7,1,34
p03681_s557961624.py,SemBench/data/python_codenet/code/p03681_s557961624.py,p03681,s557961624.py,p03681/s557961624.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03681/s557961624.py,16,<= 50,1,1,0,0,0,2,3,0,6,10,9,346,True,,2,0,18
p03472_s567370266.py,SemBench/data/python_codenet/code/p03472_s567370266.py,p03472,s567370266.py,p03472/s567370266.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03472/s567370266.py,23,<= 50,1,1,0,0,0,2,2,2,11,14,9,433,True,,13,0,36
p03033_s328798004.py,SemBench/data/python_codenet/code/p03033_s328798004.py,p03033,s328798004.py,p03033/s328798004.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03033/s328798004.py,35,<= 50,1,1,0,0,0,4,4,0,8,24,11,967,True,,6,0,41
p03209_s358405263.py,SemBench/data/python_codenet/code/p03209_s358405263.py,p03209,s358405263.py,p03209/s358405263.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03209/s358405263.py,26,<= 50,1,1,0,0,0,1,7,7,8,8,15,569,True,,3,0,29
p03732_s349926928.py,SemBench/data/python_codenet/code/p03732_s349926928.py,p03732,s349926928.py,p03732/s349926928.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03732/s349926928.py,32,<= 50,1,1,0,0,0,8,1,1,7,29,17,1683,True,,2,7,41
p04034_s475553918.py,SemBench/data/python_codenet/code/p04034_s475553918.py,p04034,s475553918.py,p04034/s475553918.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p04034/s475553918.py,42,<= 50,5,5,0,0,0,2,3,5,16,22,11,1324,True,,7,0,49
p02837_s727646855.py,SemBench/data/python_codenet/code/p02837_s727646855.py,p02837,s727646855.py,p02837/s727646855.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02837/s727646855.py,43,<= 50,3,3,0,0,0,6,5,5,18,27,10,850,True,,0,0,43
p04000_s350211548.py,SemBench/data/python_codenet/code/p04000_s350211548.py,p04000,s350211548.py,p04000/s350211548.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p04000/s350211548.py,22,<= 50,1,1,0,0,0,3,1,1,9,16,10,820,True,,10,3,35
p02548_s132614529.py,SemBench/data/python_codenet/code/p02548_s132614529.py,p02548,s132614529.py,p02548/s132614529.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02548/s132614529.py,15,<= 50,2,2,0,0,0,1,1,1,5,8,10,339,True,,3,1,19
p03593_s404788142.py,SemBench/data/python_codenet/code/p03593_s404788142.py,p03593,s404788142.py,p03593/s404788142.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03593/s404788142.py,33,<= 50,1,1,0,0,0,1,6,0,15,14,10,605,True,,6,0,39
p02901_s201247474.py,SemBench/data/python_codenet/code/p02901_s201247474.py,p02901,s201247474.py,p02901/s201247474.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02901/s201247474.py,43,<= 50,1,1,0,0,0,5,2,1,24,21,10,729,True,,6,0,49
p03213_s203392570.py,SemBench/data/python_codenet/code/p03213_s203392570.py,p03213,s203392570.py,p03213/s203392570.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03213/s203392570.py,13,<= 50,1,1,0,0,0,3,0,1,6,18,11,574,True,,5,1,19
p02732_s605389641.py,SemBench/data/python_codenet/code/p02732_s605389641.py,p02732,s605389641.py,p02732/s605389641.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02732/s605389641.py,12,<= 50,1,1,0,0,0,3,0,0,6,9,11,233,True,,3,0,15
p02609_s282820984.py,SemBench/data/python_codenet/code/p02609_s282820984.py,p02609,s282820984.py,p02609/s282820984.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02609/s282820984.py,34,<= 50,3,3,0,0,0,3,4,2,15,19,15,755,True,,9,0,43
p02953_s389903379.py,SemBench/data/python_codenet/code/p02953_s389903379.py,p02953,s389903379.py,p02953/s389903379.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02953/s389903379.py,17,<= 50,1,1,0,0,0,1,4,0,6,9,10,378,True,,5,0,22
p02880_s790750584.py,SemBench/data/python_codenet/code/p02880_s790750584.py,p02880,s790750584.py,p02880/s790750584.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02880/s790750584.py,13,<= 50,1,1,0,0,0,3,1,1,4,7,8,320,True,,3,1,17
p02997_s044925219.py,SemBench/data/python_codenet/code/p02997_s044925219.py,p02997,s044925219.py,p02997/s044925219.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02997/s044925219.py,30,<= 50,1,1,0,0,0,5,3,0,8,16,11,723,True,,8,0,38
p03959_s058873062.py,SemBench/data/python_codenet/code/p03959_s058873062.py,p03959,s058873062.py,p03959/s058873062.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03959/s058873062.py,48,<= 50,5,5,0,0,0,3,5,5,18,33,12,1363,True,,9,1,58
p02922_s167391791.py,SemBench/data/python_codenet/code/p02922_s167391791.py,p02922,s167391791.py,p02922/s167391791.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02922/s167391791.py,25,<= 50,3,2,1,0,0,3,3,2,7,10,9,720,True,,5,2,32
p03433_s436709756.py,SemBench/data/python_codenet/code/p03433_s436709756.py,p03433,s436709756.py,p03433/s436709756.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03433/s436709756.py,13,<= 50,3,2,1,0,0,2,1,3,2,11,11,312,True,,1,0,14
p02912_s983790374.py,SemBench/data/python_codenet/code/p02912_s983790374.py,p02912,s983790374.py,p02912/s983790374.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02912/s983790374.py,30,<= 50,4,4,0,0,0,1,0,4,7,18,12,692,True,,11,1,42
p02834_s729302806.py,SemBench/data/python_codenet/code/p02834_s729302806.py,p02834,s729302806.py,p02834/s729302806.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02834/s729302806.py,27,<= 50,2,2,0,0,0,3,2,1,12,17,10,732,True,,11,0,38
p02936_s646661383.py,SemBench/data/python_codenet/code/p02936_s646661383.py,p02936,s646661383.py,p02936/s646661383.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02936/s646661383.py,24,<= 50,1,1,0,0,0,3,1,0,11,18,10,491,True,,5,0,29
p03168_s850665597.py,SemBench/data/python_codenet/code/p03168_s850665597.py,p03168,s850665597.py,p03168/s850665597.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03168/s850665597.py,30,<= 50,3,3,0,0,0,4,1,2,12,18,14,1069,True,,3,0,33
p03496_s600499083.py,SemBench/data/python_codenet/code/p03496_s600499083.py,p03496,s600499083.py,p03496/s600499083.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03496/s600499083.py,24,<= 50,1,1,0,0,0,4,3,0,9,24,10,641,True,,0,2,26
p02701_s730104674.py,SemBench/data/python_codenet/code/p02701_s730104674.py,p02701,s730104674.py,p02701/s730104674.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02701/s730104674.py,9,<= 50,1,1,0,0,0,1,1,0,3,9,8,190,True,,3,1,13
p03162_s336455482.py,SemBench/data/python_codenet/code/p03162_s336455482.py,p03162,s336455482.py,p03162/s336455482.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03162/s336455482.py,18,<= 50,2,2,0,0,0,1,1,1,7,19,11,503,True,,2,0,20
p02689_s754976908.py,SemBench/data/python_codenet/code/p02689_s754976908.py,p02689,s754976908.py,p02689/s754976908.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02689/s754976908.py,24,<= 50,1,1,0,0,0,3,3,0,8,20,10,613,True,,5,0,29
p02949_s813244282.py,SemBench/data/python_codenet/code/p02949_s813244282.py,p02949,s813244282.py,p02949/s813244282.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02949/s813244282.py,39,<= 50,3,1,2,0,0,5,5,3,16,25,11,969,True,,4,0,43
p02954_s573925958.py,SemBench/data/python_codenet/code/p02954_s573925958.py,p02954,s573925958.py,p02954/s573925958.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02954/s573925958.py,26,<= 50,1,1,0,0,0,1,2,1,15,9,11,584,True,,7,0,33
p02383_s133653431.py,SemBench/data/python_codenet/code/p02383_s133653431.py,p02383,s133653431.py,p02383/s133653431.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02383/s133653431.py,45,<= 50,8,0,0,1,8,1,4,5,10,18,9,1505,True,,15,4,64
p02793_s362075026.py,SemBench/data/python_codenet/code/p02793_s362075026.py,p02793,s362075026.py,p02793/s362075026.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02793/s362075026.py,34,<= 50,3,1,2,0,0,2,1,2,13,18,12,960,True,,14,9,57
p02624_s115383802.py,SemBench/data/python_codenet/code/p02624_s115383802.py,p02624,s115383802.py,p02624/s115383802.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02624/s115383802.py,12,<= 50,1,1,0,0,0,2,1,1,3,9,9,317,True,,5,0,17
p02843_s549490555.py,SemBench/data/python_codenet/code/p02843_s549490555.py,p02843,s549490555.py,p02843/s549490555.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02843/s549490555.py,18,<= 50,1,1,0,0,0,2,2,1,4,7,11,363,True,,2,0,20
p03103_s569073210.py,SemBench/data/python_codenet/code/p03103_s569073210.py,p03103,s569073210.py,p03103/s569073210.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03103/s569073210.py,28,<= 50,4,4,0,0,0,2,2,4,9,18,10,832,True,,11,4,43
p03240_s974436067.py,SemBench/data/python_codenet/code/p03240_s974436067.py,p03240,s974436067.py,p03240/s974436067.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03240/s974436067.py,29,<= 50,1,1,0,0,0,4,5,0,8,24,12,775,True,,8,0,37
p02937_s386654104.py,SemBench/data/python_codenet/code/p02937_s386654104.py,p02937,s386654104.py,p02937/s386654104.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02937/s386654104.py,32,<= 50,1,1,0,0,0,2,4,0,14,15,10,802,True,,7,0,39
p02787_s587600956.py,SemBench/data/python_codenet/code/p02787_s587600956.py,p02787,s587600956.py,p02787/s587600956.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02787/s587600956.py,20,<= 50,1,1,0,0,0,4,2,0,8,17,15,643,True,,6,1,27
p03762_s681605512.py,SemBench/data/python_codenet/code/p03762_s681605512.py,p03762,s681605512.py,p03762/s681605512.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03762/s681605512.py,21,<= 50,1,1,0,0,0,4,0,1,12,16,11,396,True,,2,0,23
p03253_s055099595.py,SemBench/data/python_codenet/code/p03253_s055099595.py,p03253,s055099595.py,p03253/s055099595.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03253/s055099595.py,30,<= 50,3,3,0,0,0,3,3,3,12,18,9,730,True,,6,0,36
p02536_s598323519.py,SemBench/data/python_codenet/code/p02536_s598323519.py,p02536,s598323519.py,p02536/s598323519.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02536/s598323519.py,43,<= 50,11,1,0,1,10,1,4,10,12,30,11,1433,True,,15,1,59
p03828_s135110407.py,SemBench/data/python_codenet/code/p03828_s135110407.py,p03828,s135110407.py,p03828/s135110407.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03828/s135110407.py,25,<= 50,1,1,0,0,0,4,4,3,10,8,9,412,True,,6,0,31
p02412_s748955745.py,SemBench/data/python_codenet/code/p02412_s748955745.py,p02412,s748955745.py,p02412/s748955745.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02412/s748955745.py,20,<= 50,1,1,0,0,0,5,3,1,4,12,11,578,True,,3,2,25
p03281_s542874402.py,SemBench/data/python_codenet/code/p03281_s542874402.py,p03281,s542874402.py,p03281/s542874402.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03281/s542874402.py,25,<= 50,6,6,0,0,0,2,4,5,7,20,11,713,True,,8,0,33
p03402_s460926326.py,SemBench/data/python_codenet/code/p03402_s460926326.py,p03402,s460926326.py,p03402/s460926326.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03402/s460926326.py,24,<= 50,1,1,0,0,0,3,5,0,11,11,13,672,True,,3,1,28
p02954_s645589390.py,SemBench/data/python_codenet/code/p02954_s645589390.py,p02954,s645589390.py,p02954/s645589390.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02954/s645589390.py,47,<= 50,12,12,0,0,0,1,3,11,21,35,13,1396,True,,11,0,58
p02819_s925378373.py,SemBench/data/python_codenet/code/p02819_s925378373.py,p02819,s925378373.py,p02819/s925378373.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02819/s925378373.py,14,<= 50,1,1,0,0,0,2,2,1,5,8,11,497,True,,1,1,16
p03660_s057531669.py,SemBench/data/python_codenet/code/p03660_s057531669.py,p03660,s057531669.py,p03660/s057531669.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03660/s057531669.py,33,<= 50,2,2,0,0,0,3,7,6,8,17,11,735,True,,2,0,35
p02573_s400673387.py,SemBench/data/python_codenet/code/p02573_s400673387.py,p02573,s400673387.py,p02573/s400673387.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02573/s400673387.py,26,<= 50,3,0,0,1,3,2,2,2,13,14,10,652,True,,3,0,29
p02903_s929851340.py,SemBench/data/python_codenet/code/p02903_s929851340.py,p02903,s929851340.py,p02903/s929851340.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02903/s929851340.py,31,<= 50,5,5,0,0,0,6,1,4,8,24,11,830,True,,7,0,38
p02262_s443528680.py,SemBench/data/python_codenet/code/p02262_s443528680.py,p02262,s443528680.py,p02262/s443528680.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02262/s443528680.py,30,<= 50,2,2,0,0,0,5,0,1,13,19,10,583,True,,7,0,37
p03222_s523257706.py,SemBench/data/python_codenet/code/p03222_s523257706.py,p03222,s523257706.py,p03222/s523257706.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03222/s523257706.py,28,<= 50,1,1,0,0,0,5,5,2,11,12,13,813,True,,9,2,39
p03166_s945196084.py,SemBench/data/python_codenet/code/p03166_s945196084.py,p03166,s945196084.py,p03166/s945196084.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03166/s945196084.py,17,<= 50,1,1,0,0,0,2,1,2,7,17,10,395,True,,0,0,17
p03813_s855119269.py,SemBench/data/python_codenet/code/p03813_s855119269.py,p03813,s855119269.py,p03813/s855119269.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03813/s855119269.py,18,<= 50,3,2,1,0,0,2,2,1,4,8,9,421,True,,5,1,24
p03241_s830759056.py,SemBench/data/python_codenet/code/p03241_s830759056.py,p03241,s830759056.py,p03241/s830759056.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03241/s830759056.py,12,<= 50,1,1,0,0,0,1,2,1,5,6,9,292,True,,1,0,13
p02936_s291179240.py,SemBench/data/python_codenet/code/p02936_s291179240.py,p02936,s291179240.py,p02936/s291179240.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02936/s291179240.py,23,<= 50,1,1,0,0,0,3,1,0,10,18,10,530,True,,8,0,31
p03127_s124866673.py,SemBench/data/python_codenet/code/p03127_s124866673.py,p03127,s124866673.py,p03127/s124866673.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03127/s124866673.py,9,<= 50,1,1,0,0,0,1,0,1,4,10,9,172,True,,0,0,9
p02804_s496319783.py,SemBench/data/python_codenet/code/p02804_s496319783.py,p02804,s496319783.py,p02804/s496319783.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02804/s496319783.py,18,<= 50,1,1,0,0,0,2,2,1,11,15,12,454,True,,5,0,23
p03212_s866942180.py,SemBench/data/python_codenet/code/p03212_s866942180.py,p03212,s866942180.py,p03212/s866942180.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03212/s866942180.py,27,<= 50,1,1,0,0,0,2,4,2,10,12,12,468,True,,2,0,29
p03073_s245684573.py,SemBench/data/python_codenet/code/p03073_s245684573.py,p03073,s245684573.py,p03073/s245684573.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03073/s245684573.py,25,<= 50,5,5,0,0,0,1,3,5,7,18,11,394,True,,2,0,27
p02536_s552872716.py,SemBench/data/python_codenet/code/p02536_s552872716.py,p02536,s552872716.py,p02536/s552872716.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02536/s552872716.py,34,<= 50,5,0,0,1,5,2,3,6,13,21,10,887,True,,8,2,44
p02606_s676706837.py,SemBench/data/python_codenet/code/p02606_s676706837.py,p02606,s676706837.py,p02606/s676706837.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02606/s676706837.py,22,<= 50,4,4,0,0,0,1,1,4,3,12,12,509,True,,10,1,33
p02238_s548202198.py,SemBench/data/python_codenet/code/p02238_s548202198.py,p02238,s548202198.py,p02238/s548202198.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02238/s548202198.py,34,<= 50,1,1,0,0,0,4,5,0,15,19,13,937,True,,5,0,39
p03050_s450338576.py,SemBench/data/python_codenet/code/p03050_s450338576.py,p03050,s450338576.py,p03050/s450338576.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03050/s450338576.py,45,<= 50,1,1,0,0,0,2,12,1,6,28,10,773,True,,2,1,48
p02660_s645650262.py,SemBench/data/python_codenet/code/p02660_s645650262.py,p02660,s645650262.py,p02660/s645650262.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02660/s645650262.py,24,<= 50,1,1,0,0,0,3,4,1,9,11,12,515,True,,8,0,32
p03045_s433853417.py,SemBench/data/python_codenet/code/p03045_s433853417.py,p03045,s433853417.py,p03045/s433853417.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03045/s433853417.py,41,<= 50,5,0,0,1,5,3,5,5,17,20,11,2013,True,,8,14,63
p03239_s960631391.py,SemBench/data/python_codenet/code/p03239_s960631391.py,p03239,s960631391.py,p03239/s960631391.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03239/s960631391.py,14,<= 50,1,1,0,0,0,2,2,1,3,12,10,309,True,,4,0,18
p02573_s706492004.py,SemBench/data/python_codenet/code/p02573_s706492004.py,p02573,s706492004.py,p02573/s706492004.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02573/s706492004.py,33,<= 50,4,0,0,1,4,1,3,4,14,16,9,841,True,,8,1,42
p02788_s167430631.py,SemBench/data/python_codenet/code/p02788_s167430631.py,p02788,s167430631.py,p02788/s167430631.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02788/s167430631.py,32,<= 50,1,1,0,0,0,4,2,0,19,15,13,717,True,,6,1,39
p03209_s828590873.py,SemBench/data/python_codenet/code/p03209_s828590873.py,p03209,s828590873.py,p03209/s828590873.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03209/s828590873.py,19,<= 50,1,1,0,0,0,1,4,5,7,8,11,413,True,,6,0,25
p02936_s447161328.py,SemBench/data/python_codenet/code/p02936_s447161328.py,p02936,s447161328.py,p02936/s447161328.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02936/s447161328.py,27,<= 50,1,1,0,0,0,4,1,0,13,22,11,737,True,,3,0,30
p02883_s979703502.py,SemBench/data/python_codenet/code/p02883_s979703502.py,p02883,s979703502.py,p02883/s979703502.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02883/s979703502.py,34,<= 50,2,2,0,0,0,2,3,3,11,20,10,1193,True,,6,0,40
p02990_s302831287.py,SemBench/data/python_codenet/code/p02990_s302831287.py,p02990,s302831287.py,p02990/s302831287.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02990/s302831287.py,25,<= 50,2,2,0,0,0,3,4,6,6,12,12,546,True,,8,0,33
p03031_s774976143.py,SemBench/data/python_codenet/code/p03031_s774976143.py,p03031,s774976143.py,p03031/s774976143.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03031/s774976143.py,39,<= 50,6,6,0,0,0,6,5,4,15,27,12,1030,True,,15,1,55
p03827_s084521554.py,SemBench/data/python_codenet/code/p03827_s084521554.py,p03827,s084521554.py,p03827/s084521554.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03827/s084521554.py,36,<= 50,5,5,0,0,0,1,1,5,8,19,10,863,True,,6,3,45
